Ticker,Horizon,Seed,RMSE,MAE
BTC-USD,1,7,0.0077546249778424085,0.006469464784642814
BTC-USD,1,21,0.007750705522993956,0.006281982914566775
BTC-USD,1,42,0.008720449412986702,0.006960826689412722
BTC-USD,1,84,0.010535236536620621,0.008322938451677827
BTC-USD,1,126,0.009614994887729903,0.007994360891074711
