Regime,Model,RMSE,MAE,N
bear,CNN-BiLSTM-Attn,0.007664341183120217,0.0063690077860454,50
bear,Hybrid (ARIMA+DL),0.00867983045909176,0.0060677650781414535,50
bear,Residual Hybrid (ARIMA+DL-resid),0.009967967932230992,0.007668014174613703,50
bear,HAR-RV,0.010251826333000294,0.0072646693495854045,50
bear,CNN-only,0.012787069653848121,0.009183960684132379,50
bear,ARIMA,0.01302051832586482,0.008444520101918119,50
bear,GARCH,0.014045464970022077,0.01084572527284019,50
bear,LSTM-only,0.019918876073863386,0.013075382482226394,50
bear,Naive_Persistence,0.02207493755666776,0.018311432489555843,50
bear,GRU-only,0.02776391928343528,0.012805008777874112,50
bear,SVR (RBF),0.04805528911644988,0.03284539022190886,50
bear,GJR-GARCH,0.0644983957629947,0.06273901537899676,50
bull,CNN-BiLSTM-Attn,0.006992685343948225,0.00556503071201261,71
bull,Hybrid (ARIMA+DL),0.00705940982893249,0.004978143190603104,71
bull,HAR-RV,0.008848269341175252,0.007013122982467189,71
bull,Residual Hybrid (ARIMA+DL-resid),0.01109847149190041,0.00864840372595599,71
bull,ARIMA,0.011586598971986089,0.00822334044293696,71
bull,CNN-only,0.011902841060072623,0.008290797183089609,71
bull,GARCH,0.013182009432456251,0.009947449041854397,71
bull,Naive_Persistence,0.017389271604618388,0.013790589152322848,71
bull,LSTM-only,0.01857483184139382,0.013740602004726923,71
bull,GRU-only,0.024091715131491578,0.01229431745027913,71
bull,SVR (RBF),0.03897084215788107,0.025910965505845714,71
bull,GJR-GARCH,0.06329004494617184,0.06170375594634703,71
calm,LSTM-only,0.007361398515013178,0.005528589225915022,119
calm,GRU-only,0.009278164165148588,0.007181791903581416,119
calm,Residual Hybrid (ARIMA+DL-resid),0.011504825353076693,0.008977328984011755,119
calm,ARIMA,0.011901283602703485,0.009098408758787367,119
calm,HAR-RV,0.013443256879720278,0.01127815838977972,119
calm,Hybrid (ARIMA+DL),0.013956691189931411,0.011373202946005702,119
calm,GARCH,0.0166835311372883,0.015162609832667887,119
calm,Naive_Persistence,0.017103000855750616,0.014168565108339769,119
calm,CNN-BiLSTM-Attn,0.018314473115999593,0.01540174490471262,119
calm,CNN-only,0.02035926763754608,0.01638185956618841,119
calm,SVR (RBF),0.02176028584278859,0.016577026091774905,119
calm,GJR-GARCH,0.07073411531760804,0.07030748842793713,119
crisis,GARCH,0.01614719018621176,0.012142417533151562,119
crisis,HAR-RV,0.01699351674576191,0.012507320222497677,119
crisis,Residual Hybrid (ARIMA+DL-resid),0.017097531189595203,0.012312186327578805,119
crisis,ARIMA,0.01817055861196451,0.013108264375446026,119
crisis,Hybrid (ARIMA+DL),0.021120101980453936,0.015891128596675602,119
crisis,Naive_Persistence,0.030532027761520846,0.025976563109418288,119
crisis,CNN-BiLSTM-Attn,0.03058840914620853,0.021883641862647348,119
crisis,GRU-only,0.031771098313134974,0.02496952507792266,119
crisis,LSTM-only,0.036660861508872454,0.03000384493670448,119
crisis,CNN-only,0.038155087854644935,0.02789108744040777,119
crisis,GJR-GARCH,0.0506042209179817,0.044534396771196215,119
crisis,SVR (RBF),0.0796232854748935,0.06071022894984579,119
