Experiment,Ticker,NumFeatures,RMSE,MAE
market_onchain,BTC-USD,8,0.007200896251645442,0.005780892627285128
full_multimodal,BTC-USD,12,0.007301845630508149,0.005792081925467838
sentiment_only,BTC-USD,1,0.008330852246615212,0.006858699992291564
full_multimodal_no_rv,BTC-USD,9,0.008496999525290243,0.007419120640068625
market_macro,BTC-USD,7,0.008639479905092801,0.00727373573761809
market_sentiment,BTC-USD,7,0.008639479905092801,0.00727373573761809
market_only,BTC-USD,6,0.008903644612681162,0.007291556273582905
onchain_only,BTC-USD,2,0.009646939698627158,0.007505166312700852
