Model,Scenario,Clean_RMSE,Perturbed_RMSE,Delta_RMSE,Clean_DoC,Perturbed_DoC,Delta_DoC
CNN-BiLSTM-Attn,missing_0.10,0.009099372040155318,0.017312116122321548,0.00821274408216623,0.48044692737430167,0.5027932960893855,0.02234636871508383
CNN-BiLSTM-Attn,missing_0.20,0.009099372040155318,0.03201212606706823,0.02291275402691291,0.48044692737430167,0.4888268156424581,0.008379888268156443
CNN-BiLSTM-Attn,noise_0.10,0.009099372040155318,0.009897038958879044,0.0007976669187237263,0.48044692737430167,0.505586592178771,0.02513966480446933
CNN-BiLSTM-Attn,noise_0.20,0.009099372040155318,0.011135681409558274,0.002036309369402956,0.48044692737430167,0.5139664804469274,0.03351955307262572
