Model,Scenario,Clean_RMSE,Perturbed_RMSE,Delta_RMSE,Clean_DoC,Perturbed_DoC,Delta_DoC
CNN-BiLSTM-Attn,missing_0.10,0.024286464574732814,0.03467968838236521,0.010393223807632395,0.4692737430167598,0.505586592178771,0.03631284916201122
CNN-BiLSTM-Attn,missing_0.20,0.024286464574732814,0.057242701465234705,0.032956236890501894,0.4692737430167598,0.5139664804469274,0.044692737430167606
CNN-BiLSTM-Attn,noise_0.10,0.024286464574732814,0.05104872671155097,0.026762262136818152,0.4692737430167598,0.5418994413407822,0.07262569832402238
CNN-BiLSTM-Attn,noise_0.20,0.024286464574732814,0.19077647298526906,0.16649000841053624,0.4692737430167598,0.5027932960893855,0.03351955307262572
