Model,Scenario,Clean_RMSE,Perturbed_RMSE,Delta_RMSE,Clean_DoC,Perturbed_DoC,Delta_DoC
CNN-BiLSTM-Attn,missing_0.10,0.016609338854197207,0.019822781548197478,0.003213442694000271,0.5682451253481894,0.532033426183844,-0.03621169916434541
CNN-BiLSTM-Attn,missing_0.20,0.016609338854197207,0.02806984062694608,0.011460501772748873,0.5682451253481894,0.49303621169916434,-0.07520891364902504
CNN-BiLSTM-Attn,noise_0.10,0.016609338854197207,0.021053832414241323,0.004444493560044116,0.5682451253481894,0.4596100278551532,-0.10863509749303618
CNN-BiLSTM-Attn,noise_0.20,0.016609338854197207,0.05398038717778014,0.037371048323582935,0.5682451253481894,0.5181058495821727,-0.05013927576601673
