Regime,Model,RMSE,MAE,N
bear,ARIMA,0.0020419359052105085,0.001368609199790153,66
bear,HAR-RV,0.0021668239397349648,0.00157941201497916,66
bear,Residual Hybrid (ARIMA+DL-resid),0.0021744022671011387,0.0015449522660324127,66
bear,Hybrid (ARIMA+DL),0.002494663001649057,0.001997090666603086,66
bear,LSTM-only,0.0026670365945232147,0.0020851330722112685,66
bear,GRU-only,0.0029013948703333118,0.0023347715579053003,66
bear,CNN-BiLSTM-Attn,0.003724359531556046,0.002964724787230283,66
bear,CNN-only,0.005103713233352364,0.0044565129692198426,66
bear,GARCH,0.0054271839278759275,0.005101250563897985,66
bear,GJR-GARCH,0.005450332588889853,0.004935905114555429,66
bear,SVR (RBF),0.01532564901509976,0.01235452700427213,66
bear,Naive_Persistence,0.018088813234091703,0.017963632988804178,66
bull,HAR-RV,0.0016389116970123873,0.0010191429642234329,56
bull,Hybrid (ARIMA+DL),0.0017235124408627235,0.001420899025185778,56
bull,Residual Hybrid (ARIMA+DL-resid),0.0017415942804657777,0.0010809951981003384,56
bull,ARIMA,0.0018592682719173722,0.00119936363935035,56
bull,GRU-only,0.0025835803661118273,0.001995161991808975,56
bull,LSTM-only,0.0033919569039557902,0.002781841278579499,56
bull,CNN-BiLSTM-Attn,0.0035020897429784673,0.0029125399277859557,56
bull,GARCH,0.004517218318064129,0.00405203856162475,56
bull,GJR-GARCH,0.005266927977947291,0.004506308841324768,56
bull,CNN-only,0.0053747078480885935,0.004614149334788252,56
bull,Naive_Persistence,0.015790934427302967,0.015678322484001323,56
bull,SVR (RBF),0.016707881682424836,0.01389117896959634,56
calm,ARIMA,0.002338231400544066,0.0011936511782338671,119
calm,Residual Hybrid (ARIMA+DL-resid),0.0023628222236709052,0.0012148828719773098,119
calm,HAR-RV,0.0023856542068589094,0.0013623798064313758,119
calm,LSTM-only,0.002737098056360499,0.002088337479777785,119
calm,GRU-only,0.002976172541237475,0.002160533171276532,119
calm,CNN-only,0.004970185953616964,0.004105704590717662,119
calm,Hybrid (ARIMA+DL),0.004971551696861448,0.0044553609123292775,119
calm,GARCH,0.007908587988703503,0.00756719136975782,119
calm,GJR-GARCH,0.008148087391729892,0.007704919489689071,119
calm,CNN-BiLSTM-Attn,0.00932565892324249,0.008579296328238216,119
calm,Naive_Persistence,0.010960152472525068,0.010472903589966,119
calm,SVR (RBF),0.015785074917836147,0.01399839113358385,119
crisis,HAR-RV,0.0029451245425952633,0.0017008643110475153,119
crisis,Residual Hybrid (ARIMA+DL-resid),0.0030123910847858343,0.0017354889661520046,119
crisis,ARIMA,0.003033017746238035,0.0017199872667064897,119
crisis,GRU-only,0.0038787451393564563,0.0030016435458764864,119
crisis,Hybrid (ARIMA+DL),0.004462410781181218,0.0034324350549637785,119
crisis,GARCH,0.004658781203343516,0.003755076842721699,119
crisis,GJR-GARCH,0.005433295942376724,0.004470416944608752,119
crisis,LSTM-only,0.005453781388113132,0.004583808932326175,119
crisis,SVR (RBF),0.006397413319123155,0.004978089101279237,119
crisis,CNN-BiLSTM-Attn,0.007801435048840319,0.005928060152897994,119
crisis,CNN-only,0.008373717483310937,0.006885017322343871,119
crisis,Naive_Persistence,0.025674831397778458,0.02498488254231179,119
