Date,Open,High,Low,Close,Volume,Log_Return,Volatility,Asset,News_Sentiment,News_Volume,Social_Sentiment,Social_Volume,Attention_Index,Sentiment_Disagreement,Market_FearGreed,FinBERT_Polarity,Active_Addresses,Tx_Count,Transfer_Volume_USD,Hash_Rate,Network_Cap_USD,RV_Week,RV_Month
2020-01-15,0.2345039993524551,0.2409970015287399,0.2279199957847595,0.2328950017690658,2590278224,-0.007664997835291,0.0465708043784244,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.08,0.0,5020,962556,,,23285430205.170425,0.0465708043784244,0.0465708043784244
2020-01-16,0.2328809946775436,0.2335679978132248,0.2240550071001052,0.2285739928483963,2066952513,-0.0187277379930704,0.0462456221158425,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.1,0.0,4074,863197,,,22861909788.59305,0.046408213247133456,0.046408213247133456
2020-01-17,0.2287250012159347,0.2431560009717941,0.2265760004520416,0.2387759983539581,2418043081,0.0436658892401388,0.0467825063573716,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.08,0.0,4573,930524,,,23914981348.109337,0.04653297761721283,0.04653297761721283
2020-01-18,0.23887999355793,0.2511869966983795,0.233147993683815,0.2432859987020492,2391157804,0.0187118336082215,0.0466871834397414,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.02,0.0,39140,1065129,,,24375689674.507145,0.04657152907284498,0.04657152907284498
2020-01-19,0.243367001414299,0.2495689988136291,0.2292779982089996,0.2355850040912628,2211717302,-0.032165900785337,0.0484020389543445,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.06,0.0,14765,1008329,,,23532186938.267223,0.046937631049144876,0.046937631049144876
2020-01-20,0.235384002327919,0.2357479929924011,0.2259860038757324,0.2332960069179535,1723535818,-0.0097637366573417,0.0364631839875562,XRP-USD,0.0,0,0.0,0,0.0,0.0,-0.04,0.0,3859,892857,,,23329407964.66736,0.044916106970971245,0.04519188987221343
2020-01-21,0.2333399951457977,0.2402639985084533,0.2315389961004257,0.2371660023927688,1701652845,0.0164522647570507,0.0348293158127804,XRP-USD,0.0,0,0.0,0,0.0,0.0,-0.02,0.0,3849,879979,,,23715810764.46516,0.042632845710358816,0.043711522149437285
2020-01-22,0.2372629940509796,0.2386890053749084,0.2342360019683838,0.2360559999942779,1517150861,-0.0046912629955102,0.0339241788473846,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.04,0.0,3660,853354,,,23570262093.730167,0.04006118020836142,0.0424881042366807
2020-01-23,0.236173003911972,0.236284002661705,0.2230689972639084,0.2261040061712265,1600294983,-0.0430739672803582,0.0359298579536089,XRP-USD,0.0,0,0.0,0,0.0,0.0,-0.02,0.0,3575,915869,,,22497311653.80545,0.03790971511113492,0.04175941020522828
2020-01-24,0.2262009978294372,0.2263139933347702,0.215388998389244,0.2230409979820251,1706347379,-0.0136394956929535,0.035329542898537,XRP-USD,0.0,0,0.0,0,0.0,0.0,-0.1999999999999999,0.0,3597,880160,,,22157843816.73593,0.03529521589997342,0.04111642347455915
2020-01-25,0.2230489999055862,0.2231499999761581,0.217737004160881,0.220427006483078,1373179560,-0.0117889982909269,0.0355419432701774,XRP-USD,0.0,0,0.0,0,0.0,0.0,-0.18,0.0,2945,849540,,,21985354880.482647,0.035110967756497656,0.04060965254688808
2020-01-26,0.2203450053930282,0.231343999505043,0.2193270027637481,0.2306859940290451,1583964764,0.0454908488583574,0.0371747801579862,XRP-USD,0.0,0,0.0,0,0.0,0.0,-0.16,0.0,3126,835171,,,22998887217.083527,0.035580060625538826,0.04032341318114626
2020-01-27,0.2305320054292678,0.2346339970827102,0.2269819974899292,0.231222003698349,1722593699,0.0023208513926398,0.0367895656395613,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3772,864650,,,23071298857.91749,0.03615313798397416,0.0400515787548705
2020-01-28,0.2312059998512268,0.2399310022592544,0.2309450060129165,0.2384880036115646,2052700894,0.0309407057654176,0.0267223041759356,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.08,0.0,4069,930312,,,23839549296.739017,0.0343116272284395,0.039099487713518004
2020-01-29,0.2386910021305084,0.2412669956684112,0.2353219985961914,0.2357300072908401,1883265674,-0.0116318965281316,0.0268436922798125,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.1399999999999999,0.0,4338,768230,,,23586954178.355804,0.0326144571046946,0.0382824346846043
2020-01-30,0.2356069982051849,0.245960995554924,0.2319969981908798,0.2436420023441314,2125017678,0.0330128311758772,0.0274927335436369,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.1399999999999999,0.0,4328,885929,,,24395964474.32913,0.031004615159386507,0.037608078363293836
2020-01-31,0.2436179965734481,0.2442730069160461,0.2349050045013427,0.2392330020666122,1892170752,-0.0182619633229063,0.0256360526344237,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.1,0.0,4291,926993,,,23900020171.70728,0.028696869654674002,0.03690384155571324
2020-02-01,0.2391909956932068,0.2426120042800903,0.2377810031175613,0.241455003619194,1592451417,0.0092451542498043,0.0252300466689324,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.1399999999999999,0.0,21166,875421,,,24119840475.33731,0.02638496586054822,0.03625529739533653
2020-02-02,0.2413209974765777,0.2592589855194092,0.2370020002126693,0.2507340013980865,2477130012,0.037709486492483,0.0254032625080903,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.1399999999999999,0.0,26509,930276,,,25121306429.58157,0.02612115752697916,0.03568413766442883
2020-02-03,0.250569999217987,0.2563700079917907,0.2481539994478225,0.254626989364624,2156814065,0.0154070656280456,0.0252097842039591,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.1799999999999999,0.0,27922,1011197,,,25370888109.818542,0.02579437591180848,0.035160419991405345
2020-02-04,0.2545570135116577,0.2695760130882263,0.2488200068473816,0.2668080031871795,2900951896,0.0467296231090808,0.0273594335807334,XRP-USD,0.0,0,0.0,0,0.0,0.0,0.1200000000000001,0.0,99954,1037430,,,26513802187.480465,0.02576771591922778,0.03478894444804002
