Date,Open,High,Low,Close,Volume,Log_Return,Volatility,Asset,News_Sentiment,News_Volume,Social_Sentiment,Social_Volume,Attention_Index,Sentiment_Disagreement,Market_FearGreed,FinBERT_Polarity,Active_Addresses,Tx_Count,Transfer_Volume_USD,Hash_Rate,Network_Cap_USD
2020-02-24,273.705078125,275.5395202636719,259.6251525878906,265.2164306640625,22400845640,-0.0316842301207008,0.0541041364300771,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.0799999999999999,0.0,319585,687702,,,29037843709.679016
2020-02-25,265.28338623046875,265.4314880371094,246.85899353027344,247.81759643554688,21878882134,-0.0678532348296827,0.0566300364508177,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.12,0.0,307754,670257,,,27302449384.51156
2020-02-26,247.74020385742188,249.6497039794922,221.2665557861328,225.6802673339844,26235617201,-0.0935737260456444,0.0517430365620735,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.18,0.0,368261,704929,,,24797542423.395813
2020-02-27,225.68704223632807,237.2289276123047,212.66452026367188,226.75338745117188,25645522790,0.0047437767648041,0.0515900982498011,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.2199999999999999,0.0,366741,714482,,,24876694797.23129
2020-02-28,226.98760986328125,234.2089385986328,216.34620666503903,226.760498046875,22563530559,3.135778608374022e-05,0.0476784560514334,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.1999999999999999,0.0,386851,688694,,,25129789100.14603
2020-02-29,226.8334503173828,232.25662231445312,219.8485107421875,219.8485107421875,18181296376,-0.0309556641833669,0.0452707549998369,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.24,0.0,293696,620465,,,24190816862.736404
2020-03-01,219.752685546875,226.67788696289065,214.13043212890625,218.97059631347656,18179807469,-0.0040012642379853,0.045308464616849,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.2199999999999999,0.0,321061,628500,,,24031269874.71296
2020-03-02,218.7116241455078,232.81158447265625,217.28428649902344,230.5697784423828,20305587789,0.0516160856618848,0.0475203463874297,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.24,0.0,331709,681477,,,25416268973.97955
2020-03-03,230.5239715576172,232.3258056640625,221.732666015625,224.4796295166016,19853178572,-0.0267685771098318,0.0435165015262172,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.24,0.0,334835,661419,,,24659542481.006813
2020-03-04,224.5653381347656,228.04042053222656,222.08888244628903,224.5179748535156,16567075208,0.0001708041942054,0.0393174527631403,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.1999999999999999,0.0,313112,663966,,,24648595462.27335
2020-03-05,224.6418914794922,234.3644561767578,224.6418914794922,229.2681884765625,18201291785,0.0209366768967252,0.0402031225521207,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.18,0.0,320575,720114,,,25053847968.827595
2020-03-06,229.16842651367188,243.5549774169922,228.7435760498047,243.5252990722656,19374772256,0.0603283877164707,0.0431914166843818,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.2199999999999999,0.0,331490,676799,,,26873626775.295128
2020-03-07,243.7501983642578,249.97848510742188,237.55128479003903,237.85308837890625,19431652027,-0.0235676273935335,0.0434174577499278,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.24,0.0,289779,630992,,,26187209697.394268
2020-03-08,237.7806854248047,237.7806854248047,200.6029815673828,200.6890563964844,21381823651,-0.1698964802163428,0.0590660603287764,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.3399999999999999,0.0,326707,662565,,,22307571242.412064
2020-03-09,201.3184967041016,207.45140075683597,192.2698974609375,201.986328125,23645428606,0.0064432854179749,0.0594715620496352,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.6599999999999999,0.0,382701,784085,,,22022599885.449703
2020-03-10,202.86395263671875,205.71424865722656,198.0644989013672,200.76724243164065,18344930072,-0.0060537733521636,0.0578748401031003,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.6799999999999999,0.0,326143,760588,,,22102362849.45532
2020-03-11,200.76803588867188,202.9542999267578,184.36215209960935,194.8685302734375,16984790291,-0.0298211117487208,0.0535680465085074,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.6599999999999999,0.0,348052,713065,,,21377073264.56237
2020-03-12,194.73892211914065,195.1479339599609,111.21070861816406,112.3471221923828,22134741655,-0.5507317438220107,0.15364763893707,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.72,0.0,408227,760781,,,12143917957.32524
2020-03-13,112.68999481201172,137.42953491210938,95.1843032836914,133.20181274414062,27864623061,0.1702719835656919,0.1642934603969625,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.8,0.0,398976,847947,,,14834953541.2623
2020-03-14,133.5824737548828,134.484375,122.41447448730467,123.30602264404295,12740784545,-0.0771961127760609,0.1646054089449805,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.84,0.0,460071,681830,,,13440544621.385303
2020-03-15,123.24606323242188,132.2421417236328,121.85365295410156,125.21430206298828,12719251813,0.0153574314438922,0.1650236628617727,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.76,0.0,437327,657653,,,13626823852.18846
2020-03-16,124.9961166381836,124.9961166381836,105.17144012451172,110.60587310791016,15984904590,-0.1240534959518982,0.1642046254672267,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.8200000000000001,0.0,472866,784094,,,12152205580.219328
2020-03-17,110.4067840576172,118.98828125,110.4067840576172,113.9427490234375,12087490572,0.0297229307804057,0.165573185209524,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.84,0.0,444516,763100,,,12972529568.537884
2020-03-18,113.8576431274414,116.02162170410156,111.74311065673828,114.84226989746094,11617854009,0.0078635000962044,0.1657595580859272,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.78,0.0,434102,768437,,,12963115619.260391
2020-03-19,114.83982849121094,140.52772521972656,114.7328643798828,136.59385681152344,16396753275,0.1734523532317488,0.1753641127907034,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.76,0.0,464746,864017,,,15132153196.177143
2020-03-20,136.64927673339844,150.8538055419922,122.60565948486328,132.73716735839844,18960388062,-0.0286409863121449,0.1731643544664358,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.8200000000000001,0.0,497117,822158,,,14492205427.995089
2020-03-21,133.1017608642578,135.972412109375,127.16375732421876,132.81871032714844,13684083308,0.0006141304197336,0.1734971022606552,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.8200000000000001,0.0,536497,857503,,,14601932583.723627
2020-03-22,132.85113525390625,136.15164184570312,122.90933227539062,123.32115173339844,12497707224,-0.0741931757729025,0.1699022227710077,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.78,0.0,378553,746195,,,13493983692.643108
2020-03-23,123.36598205566406,134.91160583496094,121.86788177490234,134.91160583496094,14149877968,0.0898278500261019,0.1728938308305983,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.8,0.0,425569,801238,,,14944830431.968409
2020-03-24,135.1941375732422,141.9485321044922,133.1687774658203,138.76144409179688,14609068673,0.0281364367771294,0.1734807291096808,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.76,0.0,387085,791900,,,15368322349.051311
2020-03-25,138.9149627685547,141.40379333496094,134.30422973632812,136.19589233398438,13433092920,-0.0186619949805255,0.1734893628071312,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.74,0.0,380010,765389,,,15004282174.555592
2020-03-26,136.190673828125,138.83056640625,134.8860321044922,138.36155700683594,11367261176,0.0157760031218286,0.0851661551571745,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.72,0.0,410784,772649,,,15283190455.12891
2020-03-27,138.36993408203125,139.90269470214844,133.9379425048828,133.9379425048828,11396286629,-0.0324936602628999,0.0730922491588996,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.76,0.0,393140,748776,,,14741811153.46212
2020-03-28,134.03274536132812,134.03274536132812,126.96218872070312,130.9864959716797,12162403960,-0.0222823433425816,0.0700169395016552,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.84,0.0,375565,667726,,,14450937018.933996
2020-03-29,131.0153350830078,131.17408752441406,125.4500503540039,125.58373260498048,9938133669,-0.0421215055322449,0.0709980404105842,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.76,0.0,317430,607984,,,13807576535.211773
2020-03-30,125.57789611816406,133.91146850585938,125.28968048095705,132.904541015625,11841123306,0.0566584056310983,0.0625986020836897,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.8,0.0,343106,724004,,,14661311186.60574
2020-03-31,132.8209228515625,134.27413940429688,131.65289306640625,133.59356689453125,11065246317,0.0051709741553457,0.0624413571509385,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.76,0.0,353106,731749,,,14729956063.918934
2020-04-01,133.61231994628906,135.63455200195312,129.73094177246094,135.63455200195312,12456564435,0.0151620433660115,0.0624403446918817,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.76,0.0,332003,683007,,,14990731879.195835
2020-04-02,135.732177734375,146.78709411621094,135.732177734375,142.02914428710938,15322861686,0.0460681266784596,0.0434918598830419,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.72,0.0,339805,720554,,,15577136434.209616
2020-04-03,142.11045837402344,146.89987182617188,139.619384765625,142.09130859375,13184603402,0.0004375912188107,0.0425598572249682,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.72,0.0,326579,722688,,,15642576937.08485
2020-04-04,142.21517944335938,145.37730407714844,140.121826171875,145.21939086914062,11946658257,0.0217757701855109,0.0427725558074287,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.76,0.0,324063,625952,,,15932500517.37965
2020-04-05,145.26101684570312,146.12852478027344,142.10208129882812,143.54664611816406,11280993591,-0.011585596968958,0.0365162436769527,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.76,0.0,309080,614001,,,15783917713.794403
2020-04-06,143.60821533203125,169.27264404296875,143.5446014404297,169.13587951660156,21636382525,0.164042370243791,0.0512700200760365,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.76,0.0,388114,771300,,,18726897716.95484
2020-04-07,169.14744567871094,175.20413208007812,164.2033233642578,165.10194396972656,21659346091,-0.0241392873243751,0.0522245301585659,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.6,0.0,365110,783472,,,18133769083.249733
2020-04-08,165.24032592773438,173.21026611328125,164.49319458007812,172.64173889160156,17063110836,0.044655448460046,0.0520676711595805,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.5800000000000001,0.0,418777,830223,,,19138519729.723568
2020-04-09,172.76126098632812,172.8977813720703,167.98712158203125,170.80714416503906,14901696210,-0.0106834656715759,0.0525906614415619,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.56,0.0,382622,727502,,,18808287211.1698
2020-04-10,170.8292694091797,170.94976806640625,154.9144744873047,158.41244506835938,17980944616,-0.0753330644990537,0.0566585635436564,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.7,0.0,375908,745643,,,17404051136.51764
2020-04-11,158.5389862060547,161.16757202148438,155.29833984375,158.2160186767578,13555089447,-0.0012407375791609,0.0559542701058453,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.7,0.0,387083,680523,,,17503514314.254234
2020-04-12,158.23239135742188,164.51695251464844,156.3205108642578,161.14242553710938,15123721386,0.0183272985289752,0.0536162569772107,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.8,0.0,365161,678530,,,17750727980.30329
2020-04-13,160.72067260742188,160.74969482421875,151.61448669433594,156.27955627441406,16465282133,-0.0306421737104065,0.0538265503092779,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.78,0.0,379831,744306,,,17371602605.4023
2020-04-14,156.35595703125,160.94427490234375,155.86593627929688,157.5963897705078,14723156630,0.0083908387296232,0.0538039678959329,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.7,0.0,384356,813972,,,17573510966.651707
2020-04-15,157.56564331054688,160.71112060546875,152.80284118652344,153.28689575195312,14171753737,-0.0277259684599075,0.05480953059887,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.64,0.0,365728,792152,,,16906396014.25808
2020-04-16,153.20042419433594,173.1572723388672,150.3594207763672,172.15737915039062,22910469236,0.1160977523671077,0.0612907513204783,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.74,0.0,366904,790334,,,19121580177.10892
2020-04-17,172.2794189453125,174.27590942382812,169.75157165527344,171.63858032226562,16714684266,-0.0030180646841802,0.0613553737426049,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.7,0.0,383745,785639,,,19042305466.55036
2020-04-18,171.61807250976562,187.9404754638672,171.61807250976562,186.91400146484372,20160323443,0.0852576370233322,0.0642900857279044,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.64,0.0,407052,783111,,,20800266031.23806
2020-04-19,186.8619842529297,188.0989227294922,180.12081909179688,181.61495971679688,19146038381,-0.0287597857907029,0.0650578956787113,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.6799999999999999,0.0,376420,741675,,,20042136926.75024
2020-04-20,181.480224609375,186.0835418701172,170.32127380371094,172.2971649169922,21266681335,-0.0526681510123076,0.0517499573192974,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.7,0.0,385538,828885,,,18914582017.707367
2020-04-21,172.01771545410156,175.178466796875,170.55284118652344,172.73770141601562,16458767984,0.0025535780954052,0.0512287944980234,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.6599999999999999,0.0,370990,812963,,,18969498940.65626
2020-04-22,172.67039489746094,183.75100708007807,171.82659912109375,182.59957885742188,17994666395,0.0555213946388015,0.0519814792854723,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.62,0.0,368604,790519,,,20199023449.9708
2020-04-23,182.62017822265625,189.0888671875,180.3406524658203,185.02867126464844,21275740032,0.0132151310876993,0.0518542482657879,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.62,0.0,411521,826397,,,20540584547.352047
2020-04-24,185.22210693359372,190.21038818359372,185.22210693359372,189.2369384765625,16788555028,0.0224890797597538,0.0463969230388925,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.6,0.0,390131,846807,,,20761718894.213684
2020-04-25,189.2073974609375,196.79237365722656,188.45953369140625,195.5153045654297,18260969748,0.032638787944658,0.0464973137202746,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.52,0.0,385113,792299,,,21446374558.9956
2020-04-26,195.41358947753903,199.344970703125,194.76806640625,197.31753540039065,18335367012,0.0091756253350234,0.046513079536335,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.5800000000000001,0.0,397095,801949,,,21811751086.7178
2020-04-27,197.4757232666016,199.55279541015625,193.45416259765625,197.22471618652344,18670194595,-0.0004705159724022,0.0449344709338361,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.4399999999999999,0.0,390226,841193,,,21759449585.14317
2020-04-28,197.2735137939453,198.7865447998047,194.84942626953125,198.41539001464844,18217507467,0.0060189925345364,0.0449723445977522,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.48,0.0,403593,838453,,,21861836532.28113
2020-04-29,198.46519470214844,218.4546356201172,198.12451171875,216.96823120117188,26397548759,0.0893881803476596,0.046970525957613,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.48,0.0,426288,897881,,,23848478278.67052
2020-04-30,216.9091339111328,227.5296936035156,206.4369201660156,207.60205078125,28089191904,-0.0441279130629944,0.0423070495507673,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.12,0.0,416722,899459,,,22910234921.28057
2020-05-01,207.9017333984375,217.6280212402344,207.7808837890625,214.21910095214844,20816320834,0.031376297718664,0.0422806710539345,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.1999999999999999,0.0,403318,827138,,,23558639806.923477
2020-05-02,214.23008728027344,215.8475341796875,212.8786773681641,215.32537841796875,18260876092,0.0051509446166887,0.0372877231403537,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.1999999999999999,0.0,397884,765990,,,23718858206.87904
2020-05-03,215.35206604003903,219.2708740234375,208.6923675537109,210.9331512451172,20469034664,-0.0206090075658076,0.0366930745172792,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.0999999999999999,0.0,400536,789689,,,23273846688.819386
2020-05-04,210.89085388183597,211.8283843994141,199.0477294921875,208.17401123046875,22602446422,-0.0131669421278068,0.0327536847188674,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.12,0.0,362240,774035,,,22930096291.00035
2020-05-05,208.01300048828125,211.77862548828125,204.0311279296875,206.7743988037109,19004689099,-0.0067459843235493,0.0330856147811553,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.1999999999999999,0.0,365620,785518,,,22702822334.845985
2020-05-06,206.4813537597656,211.5346221923828,204.04087829589844,204.0557861328125,20343543799,-0.0132349201877204,0.031319695389123,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.16,0.0,383615,833506,,,22467386684.71912
2020-05-07,203.9128570556641,214.39247131347656,202.0748443603516,212.28941345214844,23594744655,0.0395570835886508,0.0324327543050577,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.02,0.0,400810,877129,,,23606747651.087746
2020-05-08,212.1982421875,216.3276824951172,208.8307342529297,212.9915771484375,20445139356,0.0033021195390356,0.0322610234521648,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1,0.0,406408,887756,,,23545623499.531296
2020-05-09,213.1421661376953,214.73912048339844,209.07151794433597,211.60012817382807,18950547549,-0.0065543153031063,0.0316957936007551,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1200000000000001,0.0,411314,894382,,,23366876239.73545
2020-05-10,211.5522003173828,211.5522003173828,182.71116638183597,188.5995635986328,25211575193,-0.1150722494227923,0.0451647730951859,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.04,0.0,413692,879153,,,20793867006.477623
2020-05-11,188.63218688964844,191.36233520507807,180.7183380126953,185.912841796875,20054601647,-0.014348084898085,0.0452518094069911,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.1999999999999999,0.0,413435,887554,,,20593814372.683823
