Date,Open,High,Low,Close,Volume,Log_Return,Volatility,Asset,News_Sentiment,News_Volume,Social_Sentiment,Social_Volume,Attention_Index,Sentiment_Disagreement,Market_FearGreed,FinBERT_Polarity,Active_Addresses,Tx_Count,Transfer_Volume_USD,Hash_Rate,Network_Cap_USD
2020-01-15,165.734619140625,170.42567443847656,161.109619140625,166.23068237304688,15173694057,0.0016576834890892,0.0436291459666263,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.08,0.0,321562,698399,,,18126744829.567413
2020-01-16,166.33282470703125,167.0581512451172,159.7096405029297,164.39100646972656,13735193018,-0.0111287005785888,0.0426471666140894,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1,0.0,305282,693649,,,17932157511.732624
2020-01-17,164.4893798828125,173.0692138671875,162.77560424804688,170.7799530029297,14997091826,0.0381281273349897,0.0419755806018002,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.08,0.0,294423,676556,,,18697635815.30458
2020-01-18,170.7477264404297,178.52877807617188,166.7890167236328,175.3656768798828,14929342256,0.0264974726652681,0.0419262056328473,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.02,0.0,289993,628211,,,19141735600.579765
2020-01-19,175.46759033203125,177.2476348876953,163.67686462402344,166.9698486328125,13713374132,-0.0490601269467187,0.0456584307894309,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.06,0.0,268612,615368,,,18238394007.82493
2020-01-20,166.9041290283203,169.11488342285156,162.33160400390625,167.12051391601562,11144529787,0.0009019433680608,0.0440575983397717,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.04,0.0,257251,599266,,,18255488041.10313
2020-01-21,167.0604705810547,169.9101104736328,165.81971740722656,169.69715881347656,9789369362,0.0153002373173801,0.0438338376638672,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.02,0.0,287163,558962,,,18503243947.087048
2020-01-22,169.60853576660156,171.00869750976562,166.77423095703125,168.29415893554688,9209827928,-0.0083020353635323,0.0435005711334039,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.04,0.0,271578,513767,,,18327614940.09993
2020-01-23,168.2957000732422,168.31224060058594,160.29531860351562,162.92855834960938,10396868698,-0.0324015819342472,0.0445233990726066,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.02,0.0,257068,552533,,,17740382342.288216
2020-01-24,162.8993682861328,164.3094482421875,156.74974060058594,163.05117797851562,10657671162,0.0007523144602223,0.0440519964173813,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.1999999999999999,0.0,209083,497135,,,17752547988.532677
2020-01-25,163.06729125976562,163.22723388671875,158.63247680664062,161.283935546875,8256956802,-0.0108977403175095,0.0441661006178206,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.18,0.0,208109,435515,,,17565862413.048676
2020-01-26,161.17681884765625,168.22032165527344,160.2811279296875,168.0771026611328,9261861590,0.0412564319943576,0.0449384699675698,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.16,0.0,194392,428839,,,18294489564.767445
2020-01-27,168.00885009765625,172.92291259765625,166.90109252929688,170.93089294433594,11004476145,0.0168365214577379,0.0445318602709678,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.0,0.0,238028,476541,,,18600541811.186176
2020-01-28,170.88485717773438,176.3703155517578,170.73806762695312,176.3703155517578,11772875064,0.031326510237387,0.0261131698148153,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.08,0.0,230718,526284,,,19187626398.41891
2020-01-29,176.34788513183594,178.8429718017578,175.0503387451172,175.0503387451172,10725267311,-0.0075122676948228,0.0263001677047362,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1399999999999999,0.0,230599,551529,,,19124399288.89009
2020-01-30,174.91770935058594,186.26048278808597,172.3746337890625,184.6904754638672,12604789338,0.0536077357410137,0.0290418592775193,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1399999999999999,0.0,242946,566052,,,20175746449.484158
2020-01-31,184.7369079589844,185.4058380126953,176.29681396484375,180.16017150878903,11728616394,-0.0248350213420311,0.0289452126361385,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1,0.0,234054,583358,,,19730021909.85703
2020-02-01,180.11376953125,183.84555053710935,179.74517822265625,183.6739501953125,11569697182,0.0193158790030648,0.0285736431053917,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1399999999999999,0.0,231516,545761,,,20104716996.24208
2020-02-02,183.53250122070312,193.0803985595703,180.1739501953125,188.61753845214844,14054425389,0.0265591827948365,0.0248129756345115,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1399999999999999,0.0,234423,530094,,,20636907529.14335
2020-02-03,188.6074066162109,193.4368896484375,188.0126953125,189.8650665283203,12392875241,0.006592284970026,0.0247217140836351,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1799999999999999,0.0,276784,621191,,,20742848491.302387
2020-02-04,189.8617248535156,191.1114959716797,185.40362548828125,189.25059509277344,11714191695,-0.0032416069069383,0.0248610937242039,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1200000000000001,0.0,233452,524476,,,20628773379.01513
2020-02-05,189.29910278320312,206.8040008544922,188.752685546875,204.2302398681641,14865434435,0.0761759474362565,0.0303098546979178,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.06,0.0,273508,610780,,,22477575741.62528
2020-02-06,204.12969970703125,214.59771728515625,201.9040679931641,212.33908081054688,16425589683,0.0389364504907373,0.0278364339332051,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.2199999999999999,0.0,285946,606505,,,23326944443.524506
2020-02-07,212.31588745117188,223.14093017578125,212.30419921875,222.7260589599609,16673443564,0.0477581464387742,0.0283074742282309,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1200000000000001,0.0,284491,626252,,,24427403242.339603
2020-02-08,222.51097106933597,226.5880889892578,215.38629150390625,223.14651489257807,16741203125,0.0018859920161188,0.027344843580442,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1200000000000001,0.0,345426,661649,,,24552143773.29756
2020-02-09,222.98223876953125,229.8642425537109,222.98223876953125,228.5785675048828,15031356241,0.0240514183445369,0.026852637482673,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1200000000000001,0.0,302335,628631,,,25047843469.981987
2020-02-10,228.54913330078125,229.1846160888672,218.08004760742188,223.522705078125,16210008511,-0.0223669939084045,0.0293556214824684,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1399999999999999,0.0,316498,668760,,,24576508891.60491
2020-02-11,223.3849334716797,236.5471343994141,218.61761474609372,235.8511962890625,16964695963,0.0536880843524606,0.0306483611429465,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.04,0.0,317953,709280,,,26061071165.19784
2020-02-12,235.89822387695312,272.3988342285156,235.89627075195312,265.4061279296875,24545049386,0.1180601290798384,0.0389805756771332,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.2199999999999999,0.0,393036,798162,,,29244885010.20703
2020-02-13,265.0527038574219,273.7410583496094,258.9225158691406,268.0992431640625,25801317504,0.0100960112339994,0.0386634602781767,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.3,0.0,373243,764763,,,29390078107.759808
2020-02-14,268.0232849121094,285.0564270019531,262.76251220703125,284.2174987792969,23558253463,0.0583825635503923,0.0364795583007247,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.26,0.0,322936,771827,,,31246702917.382538
2020-02-15,284.5613098144531,287.1236877441406,264.2796630859375,264.72857666015625,23682452994,-0.0710347237502524,0.045803861730477,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.28,0.0,343022,699151,,,29078546533.67497
2020-02-16,264.904052734375,272.8824462890625,242.48440551757807,259.89471435546875,25152366643,-0.0184284578601327,0.0473228244974805,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.1799999999999999,0.0,336916,661490,,,28653671392.27605
2020-02-17,259.8905639648437,266.8712463378906,244.3353271484375,266.3634338378906,26024080089,0.0245850646603013,0.0470897138493481,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.02,0.0,332194,695366,,,29258562974.67958
2020-02-18,266.5088195800781,283.1961364746094,261.4638977050781,281.944580078125,26511477187,0.0568488582020893,0.0471363695048905,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.06,0.0,343606,733983,,,31123321279.546143
2020-02-19,282.0362854003906,283.5379333496094,259.76397705078125,259.76397705078125,22679414413,-0.0819370889196811,0.0533590012205031,ETH-USD,0.0,0,0.0,0,0.0,0.0,0.0,0.0,332251,695837,,,28658741206.7448
2020-02-20,259.8198547363281,263.6954040527344,250.9512634277344,257.949462890625,23229828870,-0.0070097526936208,0.0533309164195497,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.12,0.0,316659,689600,,,28393811401.650597
2020-02-21,257.89111328125,267.0048522949219,255.6890869140625,265.6006164550781,20867593292,0.0292300531244136,0.0526516032309897,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.12,0.0,322730,670542,,,29196379780.25976
2020-02-22,265.55157470703125,266.38720703125,258.91314697265625,262.33172607421875,16906032862,-0.0123839056414509,0.0530113461269128,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.14,0.0,314161,605859,,,28744732199.395187
2020-02-23,262.2784118652344,273.754150390625,261.96051025390625,273.754150390625,19585998814,0.0426206093114329,0.0535773263935434,ETH-USD,0.0,0,0.0,0,0.0,0.0,-0.0799999999999999,0.0,310961,606290,,,30199786831.50188
