Date,Open,High,Low,Close,Volume,Log_Return,Volatility,Asset
2020-01-15,8825.34375,8890.1171875,8657.1875,8807.0107421875,40102834650,-0.0023537488141357047,0.033363229605448026,BTC-USD
2020-01-16,8812.4814453125,8846.4609375,8612.095703125,8723.7861328125,31313981931,-0.009494746324859216,0.031641359245701974,BTC-USD
2020-01-17,8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,36372139320,0.023255338715640103,0.030181023962802846,BTC-USD
2020-01-18,8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,32337772627,0.0015410282758632793,0.030339587039787827,BTC-USD
2020-01-19,8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,34217320471,-0.026809102516198058,0.03205231408096522,BTC-USD
2020-01-20,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,26422375678,-0.005598131806099833,0.030606163377427168,BTC-USD
2020-01-21,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,24097418512,0.010141927934056931,0.028183356123944275,BTC-USD
2020-01-22,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,22600204051,-0.007461951294768086,0.02807453963608211,BTC-USD
2020-01-23,8680.650390625,8687.7470703125,8333.6376953125,8406.515625,25770680779,-0.03211536772319544,0.02870574033957235,BTC-USD
2020-01-24,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,24397913026,0.00461893300829455,0.027271655621153988,BTC-USD
2020-01-25,8440.119140625,8458.453125,8296.21875,8367.84765625,19647331549,-0.009229306182408406,0.02698281685144021,BTC-USD
2020-01-26,8364.41015625,8602.4013671875,8325.498046875,8596.830078125,22177678796,0.02699683810277081,0.027427119665004194,BTC-USD
2020-01-27,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,28647338393,0.03576042498236325,0.028571369348206397,BTC-USD
2020-01-28,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,34398744403,0.04914065669354804,0.02297872584790649,BTC-USD
2020-01-29,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,30682598115,-0.004493658672814258,0.023032519565315195,BTC-USD
2020-01-30,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792851,0.020437036918080173,0.023070883151831145,BTC-USD
2020-01-31,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,29432489719,-0.01680504867594127,0.02327039813622361,BTC-USD
2020-02-01,9346.357421875,9439.3232421875,9313.2392578125,9392.875,25922656496,0.004518472151643944,0.02326674460149483,BTC-USD
2020-02-02,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,30835736946,-0.005177910236525379,0.02176865479732932,BTC-USD
2020-02-03,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,30934096509,-0.00545597007771587,0.02176333701820809,BTC-USD
2020-02-04,9292.841796875,9331.265625,9112.8115234375,9180.962890625,29893183716,-0.0121854536490776,0.022176634378688737,BTC-USD
2020-02-05,9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,35222060874,0.04602834799275258,0.02462178592298775,BTC-USD
2020-02-06,9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,37628823716,0.012033084493942919,0.021859081304299286,BTC-USD
2020-02-07,9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,34522718159,0.0067748353927720014,0.021822467484688902,BTC-USD
2020-02-08,9793.0703125,9876.7490234375,9678.91015625,9865.119140625,35172043762,0.0070368594474600355,0.02110703588779981,BTC-USD
2020-02-09,9863.89453125,10129.435546875,9850.392578125,10116.673828125,35807884663,0.025179720219250152,0.021011487998003175,BTC-USD
2020-02-10,10115.5595703125,10165.765625,9784.5634765625,9856.611328125,39386548075,-0.026042505869956382,0.022019455003537625,BTC-USD
2020-02-11,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,37648059389,0.03505244674627077,0.020202961739976478,BTC-USD
2020-02-12,10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,43444303830,0.011475404940052,0.020002129495349557,BTC-USD
2020-02-13,10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,49356071373,-0.010873762642183454,0.02017572608445352,BTC-USD
2020-02-14,10211.55078125,10321.99609375,10125.5341796875,10312.1162109375,43338264162,0.009523015160699344,0.019178118063028382,BTC-USD
2020-02-15,10313.8564453125,10341.5556640625,9874.427734375,9889.4248046875,43865054831,-0.04185355039924229,0.023217310142070784,BTC-USD
2020-02-16,9889.1796875,10053.96875,9722.38671875,9934.43359375,43374780305,0.004540878520857384,0.02307696934929497,BTC-USD
2020-02-17,9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,45998298413,-0.02489772344158013,0.024268219342272423,BTC-USD
2020-02-18,9691.23046875,10161.935546875,9632.3828125,10141.99609375,47271023953,0.04557569247775114,0.026314378404954385,BTC-USD
2020-02-19,10143.798828125,10191.67578125,9611.2236328125,9633.38671875,46992019710,-0.05144998404328957,0.028062978524357,BTC-USD
2020-02-20,9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,44925260237,-0.0025892656683303506,0.0278579777108731,BTC-USD
2020-02-21,9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,40930547513,0.008081532009711982,0.027887829062095023,BTC-USD
2020-02-22,9687.70703125,9698.2314453125,9600.728515625,9663.181640625,35838025154,-0.002404158134973382,0.027797672606878546,BTC-USD
2020-02-23,9663.318359375,9937.404296875,9657.791015625,9924.515625,41185185761,0.02668506547579107,0.027911395638125128,BTC-USD
2020-02-24,9921.5830078125,9951.74609375,9537.04296875,9650.1748046875,45080496648,-0.028031992193656916,0.028051389002320584,BTC-USD
2020-02-25,9651.3125,9652.7373046875,9305.021484375,9341.705078125,42515259129,-0.03248723753845248,0.027069907098768806,BTC-USD
2020-02-26,9338.2900390625,9354.7783203125,8704.4267578125,8820.5224609375,50420050762,-0.057407687925487366,0.029714369638913427,BTC-USD
2020-02-27,8825.09375,8932.892578125,8577.19921875,8784.494140625,45470195695,-0.004092966388449268,0.029776284642419448,BTC-USD
2020-02-28,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,44605450443,-0.012836217768337236,0.029198017744179832,BTC-USD
2020-02-29,8671.212890625,8775.6318359375,8599.5087890625,8599.5087890625,35792392544,-0.008446835964171201,0.02794108167971343,BTC-USD
2020-03-01,8599.7587890625,8726.796875,8471.212890625,8562.4541015625,35349164300,-0.004318240904803676,0.027686006505041803,BTC-USD
2020-03-02,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,42857674409,0.035250739590151826,0.02987928718683668,BTC-USD
2020-03-03,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,42386715821,-0.009274764811755473,0.025879557248386923,BTC-USD
2020-03-04,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,34746706368,-0.0037097436703969933,0.023018548780307152,BTC-USD
2020-03-05,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,39698054597,0.03628484201142127,0.025751545945659756,BTC-USD
2020-03-06,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,40826885651,0.004811004368074786,0.02564764686211204,BTC-USD
2020-03-07,9121.6005859375,9163.220703125,8890.744140625,8909.9541015625,36216930370,-0.02357983053034934,0.02614777925059908,BTC-USD
2020-03-08,8908.2060546875,8914.34375,8105.2529296875,8108.1162109375,39973102121,-0.09430352876922735,0.03353641719192596,BTC-USD
2020-03-09,8111.146484375,8177.79345703125,7690.09814453125,7923.64453125,46936995808,-0.02301429329184435,0.03340653081853414,BTC-USD
2020-03-10,7922.14697265625,8136.9453125,7814.76318359375,7909.7294921875,42213940994,-0.0017576850801850666,0.0331123210698854,BTC-USD
2020-03-11,7910.08984375,7950.814453125,7642.8125,7911.43017578125,38682762605,0.00021498848832731012,0.030496536353099936,BTC-USD
2020-03-12,7913.6162109375,7929.1162109375,4860.35400390625,4970.7880859375,53980357243,-0.46473017533977296,0.12580017356386083,BTC-USD
2020-03-13,5017.8310546875,5838.11474609375,4106.98095703125,5563.70703125,74156772075,0.11268622219754491,0.1322446486507425,BTC-USD
2020-03-14,5573.07763671875,5625.2265625,5125.0693359375,5200.3662109375,36154506008,-0.06753557004657186,0.13238805501668308,BTC-USD
2020-03-15,5201.06689453125,5836.64501953125,5169.283203125,5392.31494140625,33997889639,0.03624573263084445,0.13357164876708347,BTC-USD
2020-03-16,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,45368026430,-0.07264505770911892,0.13243683237998252,BTC-USD
2020-03-17,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,38622642935,0.04124552567019178,0.13403861997507324,BTC-USD
2020-03-18,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,37878801016,0.002448204386069575,0.1341667604678467,BTC-USD
2020-03-19,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,51000731797,0.1671043242496126,0.14384638614719802,BTC-USD
2020-03-20,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,54442976103,0.0012244500086869695,0.14378789740439257,BTC-USD
2020-03-21,6206.521484375,6378.13525390625,5932.8232421875,6185.06640625,42494390880,-0.0022144850761294074,0.14394713764259065,BTC-USD
2020-03-22,6185.55810546875,6359.697265625,5823.7138671875,5830.2548828125,40099664740,-0.05907702386252891,0.14296728809501635,BTC-USD
